"year","adm1","adm1_code","adm2","adm2_code","adm3","adm3_code","type","class1","class2","unit","value"
2020,"Seoul",11,"Gwangjin-gu",11050,"Junggok 3(sam)-dong",11050570,"mortality","All causes","female","per 100k population",42
2020,"Seoul",11,"Gwangjin-gu",11050,"Junggok 4(sa)-dong",11050580,"mortality","All causes","total","per 100k population",133
2020,"Seoul",11,"Gwangjin-gu",11050,"Junggok 4(sa)-dong",11050580,"mortality","All causes","male","per 100k population",85
2020,"Seoul",11,"Gwangjin-gu",11050,"Junggok 4(sa)-dong",11050580,"mortality","All causes","female","per 100k population",48
2020,"Seoul",11,"Gwangjin-gu",11050,"Neung-dong",11050590,"mortality","All causes","total","per 100k population",50
2020,"Seoul",11,"Gwangjin-gu",11050,"Neung-dong",11050590,"mortality","All causes","male","per 100k population",24
2020,"Seoul",11,"Gwangjin-gu",11050,"Neung-dong",11050590,"mortality","All causes","female","per 100k population",26
2020,"Seoul",11,"Gwangjin-gu",11050,"Guui 1(il)-dong",11050600,"mortality","All causes","total","per 100k population",97
2020,"Seoul",11,"Gwangjin-gu",11050,"Guui 1(il)-dong",11050600,"mortality","All causes","male","per 100k population",57
2020,"Seoul",11,"Gwangjin-gu",11050,"Guui 1(il)-dong",11050600,"mortality","All causes","female","per 100k population",40
2020,"Seoul",11,"Gwangjin-gu",11050,"Guui 2(i)-dong",11050610,"mortality","All causes","total","per 100k population",125
2020,"Seoul",11,"Gwangjin-gu",11050,"Guui 2(i)-dong",11050610,"mortality","All causes","male","per 100k population",70
2020,"Seoul",11,"Gwangjin-gu",11050,"Guui 2(i)-dong",11050610,"mortality","All causes","female","per 100k population",55
2020,"Seoul",11,"Gwangjin-gu",11050,"Guui 3(sam)-dong",11050620,"mortality","All causes","total","per 100k population",116
2020,"Seoul",11,"Gwangjin-gu",11050,"Guui 3(sam)-dong",11050620,"mortality","All causes","male","per 100k population",53
2020,"Seoul",11,"Gwangjin-gu",11050,"Guui 3(sam)-dong",11050620,"mortality","All causes","female","per 100k population",63
2020,"Seoul",11,"Gwangjin-gu",11050,"Gwangjang-dong",11050630,"mortality","All causes","total","per 100k population",80
2020,"Seoul",11,"Gwangjin-gu",11050,"Gwangjang-dong",11050630,"mortality","All causes","male","per 100k population",36
2020,"Seoul",11,"Gwangjin-gu",11050,"Gwangjang-dong",11050630,"mortality","All causes","female","per 100k population",44
2020,"Seoul",11,"Gwangjin-gu",11050,"Jayang 1(il)-dong",11050640,"mortality","All causes","total","per 100k population",124
